본관위치,공학관위치,식당위치,흡연장위치,물병 세척기구 위치
한영대학교 중간에 위치,한영대학교 본관기준 왼쪽에 위치,공학관 왼쪽 끝에 위치,본관과 공학관 사이에 위치,공학관 3층 정수기 옆에 위치
